platform_reference_id,platform_project_reference,datacenter_reference,platform_type,platform_depth,platform_name,latitude,longitude
,,,,,,degrees_north,degrees_east
JF2C-2,BOOONC,nep,Underwater mooring,183,JF2C-2,48.36067,-124.21282
JF2C-3,BOOONC,nep,Underwater mooring,191,JF2C-3,48.35636667,-124.2157667
JF2C-4,BOOONC,nep,Underwater mooring,192,JF2C-4,48.3561833,-124.2160217
JF2C-5,BOOONC,nep,Underwater mooring,187,JF2C-5,48.356195,-124.216027
JF2C-6,BOOONC,nep,Underwater mooring,190,JF2C-6,48.35619497,-124.2160267
JF2C-7,BOOONC,nep,Underwater mooring,190,JF2C-7,48.3559745,-124.2157838
JF2C-8,BOOONC,nep,Underwater mooring,187,JF2C-8,48.35590331,-124.2158833
JFCN-1,BOOONC,nep,Underwater mooring,250,JFCN-1,48.50788333,-124.7504667
JFCN-2,BOOONC,nep,Underwater mooring,245,JFCN-2,48.50813,-123.74912
JFCN-3,BOOONC,nep,Underwater mooring,235,JFCN-3,48.50841667,-124.7507167
JFCN-4,BOOONC,nep,Underwater mooring,228,JFCN-4,48.508333,-124.7500833
JFCN-5,BOOONC,nep,Underwater mooring,232,JFCN-5,48.5083383,-124.7500933
MAC-1,BOOONC,nep,Underwater mooring,65,MAC-1,48.40116667,-123.4089833
MAC-2,BOOONC,nep,Underwater mooring,62,MAC-2,48.401,-123.4089
MAC-3,BOOONC,nep,Underwater mooring,62,MAC-3,48.4010833,-123.4089167
MAC-4,BOOONC,nep,Underwater mooring,62,MAC-4,48.401139,-123.409083
MAC-5,BOOONC,nep,Underwater mooring,62,MAC-5,48.40122222,-123.4087778
MAC-6,BOOONC,nep,Underwater mooring,63,MAC-6,48.4011,-123.4084833
MAC-7,BOOONC,nep,Underwater mooring,62,MAC-7,48.4013,-123.4083
MAC-8,BOOONC,nep,Underwater mooring,62,MAC-8,48.4012,-123.4091333
MAC-9,BOOONC,nep,Underwater mooring,62,MAC-9,48.40111667,-123.4089667
BROOKS001,BRKS,nep,Underwater mooring,34,BROOKS001,50.12795,-127.92558
BROOKS002,BRKS,nep,Underwater mooring,45,BROOKS002,50.12608,-127.93725
BROOKS003,BRKS,nep,Underwater mooring,57,BROOKS003,50.12105,-127.94617
BROOKS004,BRKS,nep,Underwater mooring,75,BROOKS004,50.1153,-127.95462
BROOKS005,BRKS,nep,Underwater mooring,75,BROOKS005,50.10932,-127.96192
BROOKS006,BRKS,nep,Underwater mooring,94,BROOKS006,50.103,-127.96865
BROOKS007,BRKS,nep,Underwater mooring,110,BROOKS007,50.0969,-127.97582
BROOKS008,BRKS,nep,Underwater mooring,137,BROOKS008,50.0903,-127.982
BURRARD001,BURR,nep,Underwater mooring,135.26,BURRARD001,49.29263,-123.04453
BURRARD002,BURR,nep,Underwater mooring,135.26,BURRARD002,49.29985,-123.04252
BURRARD003,BURR,nep,Underwater mooring,16.5,BURRARD003,49.28985,-123.24013
BURRARD004,BURR,nep,Underwater mooring,40.2,BURRARD004,49.29395,-123.24125
BURRARD005,BURR,nep,Underwater mooring,60.4,BURRARD005,49.29804,-123.24237
BURRARD006,BURR,nep,Underwater mooring,69.5,BURRARD006,49.30222,-123.24289
BURRARD007,BURR,nep,Underwater mooring,73.2,BURRARD007,49.30626,-123.24452
BURRARD008,BURR,nep,Underwater mooring,73.2,BURRARD008,49.31044,-123.24629
BURRARD009,BURR,nep,Underwater mooring,82.3,BURRARD009,49.3144,-123.24807
BURRARD010,BURR,nep,Underwater mooring,87.8,BURRARD010,49.31865,-123.24919
BURRARD011,BURR,nep,Underwater mooring,89.6,BURRARD011,49.323,-123.24994
BURRARD012,BURR,nep,Underwater mooring,76.8,BURRARD012,49.3273,-123.25128
BURRARD013,BURR,nep,Underwater mooring,49.4,BURRARD013,49.33156,-123.25219
BURRARD014,BURR,nep,Underwater mooring,31.1,BURRARD014,49.33381,-123.2553
CAPILANO001,CAPL,nep,Underwater mooring,135.26,CAPILANO001,49.3706,-123.1156
CAPILANO002,CAPL,nep,Underwater mooring,135.26,CAPILANO002,49.3754,-123.1127
CAPILANO003,CAPL,nep,Underwater mooring,135.26,CAPILANO003,49.373,-123.1184
CAPILANO004,CAPL,nep,Underwater mooring,135.26,CAPILANO004,49.3631,-123.1132
CAPILANO005,CAPL,nep,Underwater mooring,135.26,CAPILANO005,49.3669,-123.1078
CAPILANO006,CAPL,nep,Underwater mooring,135.26,CAPILANO006,49.3815,-123.1251
CAPILANO007,CAPL,nep,Underwater mooring,135.26,CAPILANO007,49.38,-123.1262
CAPILANO008,CAPL,nep,Underwater mooring,135.26,CAPILANO008,49.3909,-123.1377
CASC_HD002,CASC,nep,Underwater mooring,30.2,CASC_HD002,45.05197,-124.03629
CASC_HD003,CASC,nep,Underwater mooring,38.4,CASC_HD003,45.05207,-124.04546
CASC_HD004,CASC,nep,Underwater mooring,47.5,CASC_HD004,45.05205,-124.0566
CASC_HD005,CASC,nep,Underwater mooring,54.9,CASC_HD005,45.0523,-124.06683
CASC_HD006,CASC,nep,Underwater mooring,60.4,CASC_HD006,45.05235,-124.07865
CASC_HD007,CASC,nep,Underwater mooring,64,CASC_HD007,45.05257,-124.08683
CASC_HD008,CASC,nep,Underwater mooring,73.2,CASC_HD008,45.05257,-124.09688
CASC_HD009,CASC,nep,Underwater mooring,78.6,CASC_HD009,45.0527,-124.10682
CASC_HD010,CASC,nep,Underwater mooring,86,CASC_HD010,45.0527,-124.11685
CASC_HD011,CASC,nep,Underwater mooring,91.4,CASC_HD011,45.05257,-124.12688
CASC_HD012,CASC,nep,Underwater mooring,95.1,CASC_HD012,45.05288,-124.13702
CASC_HD013,CASC,nep,Underwater mooring,100.6,CASC_HD013,45.05292,-124.14687
CASC_HD014,CASC,nep,Underwater mooring,104.2,CASC_HD014,45.05313,-124.15713
CASC_HD015,CASC,nep,Underwater mooring,107.9,CASC_HD015,45.053,-124.16712
CASC_HD016,CASC,nep,Underwater mooring,113.4,CASC_HD016,45.05318,-124.17705
CASC_HD017,CASC,nep,Underwater mooring,120.7,CASC_HD017,45.05342,-124.18717
CASC_HD018,CASC,nep,Underwater mooring,126.2,CASC_HD018,45.05342,-124.19712
CASC_HD019,CASC,nep,Underwater mooring,131.7,CASC_HD019,45.05353,-124.20723
CASC_HD020,CASC,nep,Underwater mooring,137.2,CASC_HD020,45.0536,-124.21722
CASC_HD021,CASC,nep,Underwater mooring,142.6,CASC_HD021,45.05367,-124.2274
CASC_HD022,CASC,nep,Underwater mooring,148.1,CASC_HD022,45.05393,-124.2376
CASC_HD045,CASC,nep,Underwater mooring,259.7,CASC_HD045,45.0531,-124.38551
CASC_HD046,CASC,nep,Underwater mooring,270.7,CASC_HD046,45.05313,-124.39368
CASC_HD023,CASC,nep,Underwater mooring,153.6,CASC_HD023,45.05397,-124.2475
CASC_HD024,CASC,nep,Underwater mooring,157.3,CASC_HD024,45.05418,-124.2575
CASC_HD069,CASC,nep,Underwater mooring,411.5,CASC_HD069,45.05391,-124.58157
CASC_HD025,CASC,nep,Underwater mooring,160.9,CASC_HD025,45.05405,-124.26758
CASC_HD026,CASC,nep,Underwater mooring,164.6,CASC_HD026,45.0544,-124.27777
CASC_HD027,CASC,nep,Underwater mooring,168.2,CASC_HD027,45.0546,-124.2879
CASC_HD028,CASC,nep,Underwater mooring,171.9,CASC_HD028,45.05462,-124.298
CASC_HD029,CASC,nep,Underwater mooring,177.4,CASC_HD029,45.05453,-124.30818
CASC_HD030,CASC,nep,Underwater mooring,184.7,CASC_HD030,45.05455,-124.32002
CASC_HD031,CASC,nep,Underwater mooring,164.6,CASC_HD031,45.0527,-124.27136
CASC_HD032,CASC,nep,Underwater mooring,167.9,CASC_HD032,45.05276,-124.27927
CASC_HD033,CASC,nep,Underwater mooring,171,CASC_HD033,45.05276,-124.28753
CASC_HD034,CASC,nep,Underwater mooring,174.1,CASC_HD034,45.05283,-124.29565
CASC_HD035,CASC,nep,Underwater mooring,177.4,CASC_HD035,45.05279,-124.30381
CASC_HD036,CASC,nep,Underwater mooring,182.1,CASC_HD036,45.05279,-124.312
CASC_HD037,CASC,nep,Underwater mooring,186.5,CASC_HD037,45.05276,-124.32016
CASC_HD038,CASC,nep,Underwater mooring,193.9,CASC_HD038,45.05284,-124.32832
CASC_HD039,CASC,nep,Underwater mooring,201.2,CASC_HD039,45.05282,-124.33644
CASC_HD040,CASC,nep,Underwater mooring,208.5,CASC_HD040,45.05276,-124.34466
CASC_HD042,CASC,nep,Underwater mooring,226.8,CASC_HD042,45.05306,-124.3609
CASC_HD043,CASC,nep,Underwater mooring,237.7,CASC_HD043,45.05313,-124.36919
CASC_HD044,CASC,nep,Underwater mooring,250.5,CASC_HD044,45.05288,-124.37743
CASC_HD047,CASC,nep,Underwater mooring,283.5,CASC_HD047,45.0529,-124.40179
CASC_HD048,CASC,nep,Underwater mooring,294.4,CASC_HD048,45.05328,-124.4099
CASC_HD049,CASC,nep,Underwater mooring,299.9,CASC_HD049,45.05326,-124.41812
CASC_HD050,CASC,nep,Underwater mooring,310.9,CASC_HD050,45.05333,-124.42629
CASC_HD052,CASC,nep,Underwater mooring,325.5,CASC_HD052,45.05335,-124.44257
CASC_HD053,CASC,nep,Underwater mooring,329.2,CASC_HD053,45.05335,-124.4506
CASC_HD054,CASC,nep,Underwater mooring,336.5,CASC_HD054,45.05332,-124.4589
CASC_HD055,CASC,nep,Underwater mooring,342,CASC_HD055,45.05318,-124.46727
CASC_HD056,CASC,nep,Underwater mooring,347.5,CASC_HD056,45.0532,-124.47558
CASC_HD057,CASC,nep,Underwater mooring,353,CASC_HD057,45.05348,-124.48342
CASC_HD059,CASC,nep,Underwater mooring,362.1,CASC_HD059,45.05358,-124.49987
CASC_HD060,CASC,nep,Underwater mooring,365.8,CASC_HD060,45.05367,-124.50804
CASC_HD061,CASC,nep,Underwater mooring,369.4,CASC_HD061,45.05357,-124.51608
CASC_HD062,CASC,nep,Underwater mooring,371.2,CASC_HD062,45.05369,-124.52432
CASC_HD063,CASC,nep,Underwater mooring,374.9,CASC_HD063,45.05363,-124.53249
CASC_HD064,CASC,nep,Underwater mooring,378.6,CASC_HD064,45.05373,-124.54069
CASC_HD066,CASC,nep,Underwater mooring,391.4,CASC_HD066,45.05372,-124.55688
CASC_HD067,CASC,nep,Underwater mooring,396.8,CASC_HD067,45.05377,-124.56521
CASC_HD068,CASC,nep,Underwater mooring,404.2,CASC_HD068,45.05389,-124.5732
CASC_HD070,CASC,nep,Underwater mooring,420.6,CASC_HD070,45.05375,-124.5897
CASC_HD071,CASC,nep,Underwater mooring,427.9,CASC_HD071,45.05398,-124.59789
CASC_HD041,CASC,nep,Underwater mooring,217.6,CASC_HD041,45.05301,-124.35281
CASC_HD051,CASC,nep,Underwater mooring,316.4,CASC_HD051,45.0532,-124.43442
CASC_HD058,CASC,nep,Underwater mooring,358.4,CASC_HD058,45.05353,-124.49176
CASC_HD065,CASC,nep,Underwater mooring,385.9,CASC_HD065,45.05376,-124.54869
BURIAL_HO1,CCSALMON,nep,Underwater mooring,13.411,BURIAL_HO1,48.76977,-123.56252
BURIAL_HO2,CCSALMON,nep,Underwater mooring,19.202,BURIAL_HO2,48.76995,-123.56323
BURIAL_HO3,CCSALMON,nep,Underwater mooring,12.497,BURIAL_HO3,48.76878,-123.5641
MB_BUOY,CCSALMON,nep,Underwater mooring,4.877,MB_BUOY,48.8212,-123.5913
NREEF_HO1,CCSALMON,nep,Underwater mooring,8.839,NREEF_HO1,48.91187,-123.62383
NREEF_HO2,CCSALMON,nep,Underwater mooring,20.726,NREEF_HO2,48.91335,-123.62723
NREEF_HO3,CCSALMON,nep,Underwater mooring,22.86,NREEF_HO3,48.91522,-123.62913
NREEF_HO4,CCSALMON,nep,Underwater mooring,24.689,NREEF_HO4,48.91608,-123.62818
NREEF_HO5,CCSALMON,nep,Underwater mooring,21.641,NREEF_HO5,48.91622,-123.62815
SAN_DOCK,CCSALMON,nep,Underwater mooring,7.01,SAN_DOCK,48.78645,-123.56185
SAN_N_01,CCSALMON,nep,Underwater mooring,171.9072,SAN_N_01,48.84485,-123.57557
SAN_N_02,CCSALMON,nep,Underwater mooring,162.7632,SAN_N_02,48.84467,-123.58548
SAN_S_01,CCSALMON,nep,Underwater mooring,58.5216,SAN_S_01,48.74702,-123.55591
SAN_S_02,CCSALMON,nep,Underwater mooring,102.4128,SAN_S_02,48.74691,-123.56457
SAT_01,CCSALMON,nep,Underwater mooring,69.4944,SAT_01,48.6997,-123.47105
SAT_02,CCSALMON,nep,Underwater mooring,76.8096,SAT_02,48.70547,-123.47437
SAT_03,CCSALMON,nep,Underwater mooring,76.8096,SAT_03,48.7119,-123.47713
STU_01,CCSALMON,nep,Underwater mooring,111.5568,STU_01,48.9002,-123.59795
STU_02,CCSALMON,nep,Underwater mooring,171.9072,STU_02,48.89639,-123.60509
STU_03,CCSALMON,nep,Underwater mooring,181.0512,STU_03,48.89206,-123.6124
STU_04,CCSALMON,nep,Underwater mooring,142.6464,STU_04,48.8881,-123.62041
STU_05,CCSALMON,nep,Underwater mooring,65.8368,STU_05,48.8842,-123.62735
COLR-RKm22.5_15,COLR,nep,Underwater mooring,0,COLR-RKm22.5_15,46.20235,-123.85551
COLR-RKm225.3_01,COLR,nep,Underwater mooring,28.3,COLR-RKm225.3_01,45.60778,-122.0426
COLR-RKm22.5_01,COLR,nep,Underwater mooring,3,COLR-RKm22.5_01,46.19125,-123.85072
COLR-RKm22.5_02,COLR,nep,Underwater mooring,7.9,COLR-RKm22.5_02,46.19186,-123.85072
COLR-RKm22.5_03,COLR,nep,Underwater mooring,20.4,COLR-RKm22.5_03,46.19337,-123.85087
COLR-RKm22.5_04,COLR,nep,Underwater mooring,30.5,COLR-RKm22.5_04,46.19465,-123.85161
COLR-RKm22.5_05,COLR,nep,Underwater mooring,14.9,COLR-RKm22.5_05,46.19508,-123.85218
COLR-RKm22.5_06,COLR,nep,Underwater mooring,1.2,COLR-RKm22.5_06,46.1967,-123.85272
COLR-RKm22.5_07,COLR,nep,Underwater mooring,135.26,COLR-RKm22.5_07,46.19761,-123.85367
COLR-RKm22.5_08,COLR,nep,Underwater mooring,135.26,COLR-RKm22.5_08,46.19842,-123.85367
COLR-RKm22.5_09,COLR,nep,Underwater mooring,135.26,COLR-RKm22.5_09,46.19941,-123.85394
COLR-RKm22.5_41,COLR,nep,Underwater mooring,6.4,COLR-RKm22.5_41,46.22382,-123.86641
COLR-RKm22.5_10,COLR,nep,Underwater mooring,135.26,COLR-RKm22.5_10,46.20028,-123.85469
COLR-RKm22.5_11,COLR,nep,Underwater mooring,135.26,COLR-RKm22.5_11,46.2007,-123.85471
COLR-RKm22.5_12,COLR,nep,Underwater mooring,135.26,COLR-RKm22.5_12,46.20106,-123.85448
COLR-RKm22.5_13,COLR,nep,Underwater mooring,0.9,COLR-RKm22.5_13,46.20143,-123.85533
COLR-RKm22.5_33,COLR,nep,Underwater mooring,5.8,COLR-RKm22.5_33,46.21722,-123.86288
COLR-RKm22.5_59,COLR,nep,Underwater mooring,21.3,COLR-RKm22.5_59,46.23852,-123.87389
COLR-RKm22.5_14,COLR,nep,Underwater mooring,135.26,COLR-RKm22.5_14,46.20195,-123.85537
COLR-RKm223.7_02,COLR,nep,Underwater mooring,24.7,COLR-RKm223.7_02,45.60329,-122.06081
COLR-RKm22.5_16,COLR,nep,Underwater mooring,0,COLR-RKm22.5_16,46.20311,-123.8557
COLR-RKm22.5_17,COLR,nep,Underwater mooring,0,COLR-RKm22.5_17,46.20408,-123.85635
COLR-RKm22.5_18,COLR,nep,Underwater mooring,0,COLR-RKm22.5_18,46.20488,-123.85674
COLR-RKm22.5_19,COLR,nep,Underwater mooring,0,COLR-RKm22.5_19,46.20567,-123.85714
COLR-RKm22.5_20,COLR,nep,Underwater mooring,0,COLR-RKm22.5_20,46.20647,-123.85751
COLR-RKm22.5_21,COLR,nep,Underwater mooring,0,COLR-RKm22.5_21,46.20732,-123.85802
COLR-RKm22.5_22,COLR,nep,Underwater mooring,0,COLR-RKm22.5_22,46.20818,-123.85835
COLR-RKm22.5_23,COLR,nep,Underwater mooring,0,COLR-RKm22.5_23,46.209,-123.85879
COLR-RKm22.5_24,COLR,nep,Underwater mooring,0,COLR-RKm22.5_24,46.20977,-123.85924
COLR-RKm22.5_25,COLR,nep,Underwater mooring,3,COLR-RKm22.5_25,46.21065,-123.8597
COLR-RKm22.5_26,COLR,nep,Underwater mooring,3,COLR-RKm22.5_26,46.2115,-123.85988
COLR-RKm22.5_27,COLR,nep,Underwater mooring,3.4,COLR-RKm22.5_27,46.21225,-123.86035
COLR-RKm22.5_28,COLR,nep,Underwater mooring,3.4,COLR-RKm22.5_28,46.21317,-123.86076
COLR-RKm22.5_29,COLR,nep,Underwater mooring,3.4,COLR-RKm22.5_29,46.21412,-123.86131
COLR-RKm22.5_30,COLR,nep,Underwater mooring,5.2,COLR-RKm22.5_30,46.21472,-123.86177
COLR-RKm22.5_31,COLR,nep,Underwater mooring,6.4,COLR-RKm22.5_31,46.21561,-123.86177
COLR-RKm22.5_32,COLR,nep,Underwater mooring,6.1,COLR-RKm22.5_32,46.21663,-123.8625
COLR-RKm22.5_34,COLR,nep,Underwater mooring,5.5,COLR-RKm22.5_34,46.21803,-123.8635
COLR-RKm22.5_35,COLR,nep,Underwater mooring,5.8,COLR-RKm22.5_35,46.21897,-123.864
COLR-RKm22.5_36,COLR,nep,Underwater mooring,8.2,COLR-RKm22.5_36,46.21971,-123.86421
COLR-RKm22.5_37,COLR,nep,Underwater mooring,8.8,COLR-RKm22.5_37,46.22058,-123.86475
COLR-RKm22.5_38,COLR,nep,Underwater mooring,7.9,COLR-RKm22.5_38,46.22139,-123.86514
COLR-RKm22.5_39,COLR,nep,Underwater mooring,6.7,COLR-RKm22.5_39,46.22221,-123.86559
COLR-RKm22.5_40,COLR,nep,Underwater mooring,6.7,COLR-RKm22.5_40,46.223,-123.86598
COLR-RKm22.5_42,COLR,nep,Underwater mooring,6.1,COLR-RKm22.5_42,46.22467,-123.86679
COLR-RKm22.5_43,COLR,nep,Underwater mooring,6.1,COLR-RKm22.5_43,46.22545,-123.86731
COLR-RKm22.5_44,COLR,nep,Underwater mooring,6.1,COLR-RKm22.5_44,46.2263,-123.86766
COLR-RKm22.5_45,COLR,nep,Underwater mooring,5.8,COLR-RKm22.5_45,46.22717,-123.86812
COLR-RKm22.5_46,COLR,nep,Underwater mooring,3.7,COLR-RKm22.5_46,46.22793,-123.86848
COLR-RKm22.5_47,COLR,nep,Underwater mooring,4.9,COLR-RKm22.5_47,46.22887,-123.86918
COLR-RKm22.5_48,COLR,nep,Underwater mooring,6.7,COLR-RKm22.5_48,46.22963,-123.86938
COLR-RKm22.5_49,COLR,nep,Underwater mooring,11.6,COLR-RKm22.5_49,46.23039,-123.86983
COLR-RKm22.5_50,COLR,nep,Underwater mooring,10.7,COLR-RKm22.5_50,46.23082,-123.87008
COLR-RKm22.5_51,COLR,nep,Underwater mooring,12.5,COLR-RKm22.5_51,46.23173,-123.87057
COLR-RKm22.5_52,COLR,nep,Underwater mooring,15.5,COLR-RKm22.5_52,46.23253,-123.87093
COLR-RKm22.5_53,COLR,nep,Underwater mooring,17.1,COLR-RKm22.5_53,46.23314,-123.87122
COLR-RKm22.5_54,COLR,nep,Underwater mooring,18.9,COLR-RKm22.5_54,46.23394,-123.8715
COLR-RKm22.5_55,COLR,nep,Underwater mooring,22.3,COLR-RKm22.5_55,46.23485,-123.87198
COLR-RKm22.5_56,COLR,nep,Underwater mooring,22.9,COLR-RKm22.5_56,46.23572,-123.87248
COLR-RKm22.5_57,COLR,nep,Underwater mooring,24.4,COLR-RKm22.5_57,46.23674,-123.87303
COLR-RKm22.5_58,COLR,nep,Underwater mooring,20.4,COLR-RKm22.5_58,46.23756,-123.87325
COLR-RKm22.5_60,COLR,nep,Underwater mooring,18.6,COLR-RKm22.5_60,46.23954,-123.87424
COLR-RKm22.5_61,COLR,nep,Underwater mooring,9.1,COLR-RKm22.5_61,46.24051,-123.87495
COLR-RKm222.1_01,COLR,nep,Underwater mooring,14,COLR-RKm222.1_01,45.59295,-122.07965
COLR-RKm222.1_02,COLR,nep,Underwater mooring,13,COLR-RKm222.1_02,45.59673,-122.07875
COLR-RKm223.7_01,COLR,nep,Underwater mooring,15.5,COLR-RKm223.7_01,45.60124,-122.05756
COLR-RKm225.3_02,COLR,nep,Underwater mooring,22.9,COLR-RKm225.3_02,45.61043,-122.04369
COLR-RKm676_01,COLR,nep,Underwater mooring,16.6,COLR-RKm676_01,46.68279,-117.63104
COLR-RKm676_02,COLR,nep,Underwater mooring,11.7,COLR-RKm676_02,46.68377,-117.62903
COLR-RKm681_01,COLR,nep,Underwater mooring,13.2,COLR-RKm681_01,46.67708,-117.56815
COLR-RKm681_02,COLR,nep,Underwater mooring,15,COLR-RKm681_02,46.67856,-117.56833
COLR-RKm86.6_01,COLR,nep,Underwater mooring,7.9,COLR-RKm86.6_01,46.18307,-123.17229
COLR-RKm86.6_02,COLR,nep,Underwater mooring,11.2,COLR-RKm86.6_02,46.18485,-123.17393
COLR-RKm86.6_03,COLR,nep,Underwater mooring,17.6,COLR-RKm86.6_03,46.18803,-123.17374
COLR-RKm87.2_01,COLR,nep,Underwater mooring,11.3,COLR-RKm87.2_01,46.18721,-123.16747
COLR-RKm87.5_01,COLR,nep,Underwater mooring,11.3,COLR-RKm87.5_01,46.188,-123.16145
COLR-RKm87.5_02,COLR,nep,Underwater mooring,18.7,COLR-RKm87.5_02,46.19061,-123.16289
COLR-RKm339.6_01,COLR,nep,Underwater mooring,11,COLR-RKm339.6_01,45.68748,-120.78551
COLR-RKm339.6_02,COLR,nep,Underwater mooring,20.3,COLR-RKm339.6_02,45.68924,-120.78617
COLR-RKm341.2_01,COLR,nep,Underwater mooring,11.5,COLR-RKm341.2_01,45.68966,-120.77738
COLR-RKm341.2_02,COLR,nep,Underwater mooring,15.2,COLR-RKm341.2_02,45.69184,-120.77895
COLR-RKm350.8_01,COLR,nep,Underwater mooring,31.1,COLR-RKm350.8_01,45.73019,-120.65994
COLR-RKm350.8_03,COLR,nep,Underwater mooring,36.6,COLR-RKm350.8_03,45.73362,-120.66492
COLR-RKm350.8_04,COLR,nep,Underwater mooring,34.7,COLR-RKm350.8_04,45.73549,-120.66737
COLR-RKm7.7_01,COLR,nep,Underwater mooring,8.2,COLR-RKm7.7_01,46.2405,-124.00087
COLR-RKm7.7_02,COLR,nep,Underwater mooring,12.8,COLR-RKm7.7_02,46.2441,-124.00328
COLR-RKm7.7_03,COLR,nep,Underwater mooring,19.2,COLR-RKm7.7_03,46.24807,-124.00502
COLR-RKm7.7_04,COLR,nep,Underwater mooring,22.9,COLR-RKm7.7_04,46.25126,-124.00638
COLR-RKm7.7_05,COLR,nep,Underwater mooring,23.8,COLR-RKm7.7_05,46.25433,-124.00805
COLR-RKm7.7_06,COLR,nep,Underwater mooring,29.3,COLR-RKm7.7_06,46.25797,-124.0095
COLR-RKm7.7_07,COLR,nep,Underwater mooring,13.2,COLR-RKm7.7_07,46.2617,-124.01084
COLR-RKm7.7_08,COLR,nep,Underwater mooring,9.5,COLR-RKm7.7_08,46.26888,-124.00354
COLR-RKm7.7_09,COLR,nep,Underwater mooring,21.9,COLR-RKm7.7_09,46.26118,-124.01115
COLR-RKm8.8_01,COLR,nep,Underwater mooring,7.3,COLR-RKm8.8_01,46.23183,-123.99114
COLR-RKm8.8_02,COLR,nep,Underwater mooring,14.6,COLR-RKm8.8_02,46.23503,-123.98869
COLR-RKm8.8_03,COLR,nep,Underwater mooring,12.4,COLR-RKm8.8_03,46.23915,-123.98744
COLR-RKm8.8_04,COLR,nep,Underwater mooring,8.6,COLR-RKm8.8_04,46.24291,-123.98755
COLR-RKm8.8_05,COLR,nep,Underwater mooring,9.5,COLR-RKm8.8_05,46.24751,-123.98748
COLR-RKm8.8_06,COLR,nep,Underwater mooring,20.1,COLR-RKm8.8_06,46.25122,-123.98785
COLR-RKm8.8_07,COLR,nep,Underwater mooring,17.9,COLR-RKm8.8_07,46.25505,-123.98895
COLR-RKm8.8_08,COLR,nep,Underwater mooring,7.9,COLR-RKm8.8_08,46.25837,-123.98997
COLR-RKm8.8_09,COLR,nep,Underwater mooring,7.5,COLR-RKm8.8_09,46.25827,-123.98925
COLR-RKm497.3_01,COLR,nep,Underwater mooring,15,COLR-RKm497.3_01,45.99549,-118.98534
COLR-RKm497.3_02,COLR,nep,Underwater mooring,19.4,COLR-RKm497.3_02,45.99629,-118.98914
COLR-RKm497.3_03,COLR,nep,Underwater mooring,11.7,COLR-RKm497.3_03,45.99722,-118.99301
COLR-RKm497.3_04,COLR,nep,Underwater mooring,15,COLR-RKm497.3_04,45.9983,-118.99724
COLR-RKm503.7_01,COLR,nep,Underwater mooring,16.3,COLR-RKm503.7_01,46.04068,-118.94288
COLR-RKm503.7_02,COLR,nep,Underwater mooring,14.1,COLR-RKm503.7_02,46.04058,-118.94703
COLR-RKm503.7_03,COLR,nep,Underwater mooring,13.9,COLR-RKm503.7_03,46.04062,-118.94982
COLR-RKm503.7_04,COLR,nep,Underwater mooring,10.2,COLR-RKm503.7_04,46.04048,-118.95338
COLR-RKm350.8_02,COLR,nep,Underwater mooring,38.4,COLR-RKm350.8_02,45.7319,-120.66227
COQUITLAM001,COQT,nep,Underwater mooring,5,COQUITLAM001,49.35468,-122.77708
COQUITLAM002,COQT,nep,Underwater mooring,3,COQUITLAM002,49.35522,-122.77975
COQUITLAM003,COQT,nep,Underwater mooring,15,COQUITLAM003,49.36893,-122.78915
COQUITLAM004,COQT,nep,Underwater mooring,27,COQUITLAM004,49.3678,-122.79265
COQUITLAM005,COQT,nep,Underwater mooring,42,COQUITLAM005,49.3767,-122.80287
COQUITLAM006,COQT,nep,Underwater mooring,43,COQUITLAM006,49.40462,-122.78735
COQUITLAM007,COQT,nep,Underwater mooring,135,COQUITLAM007,49.40287,-122.78325
COQUITLAM008,COQT,nep,Underwater mooring,13,COQUITLAM008,49.4407,-122.77237
COQUITLAM009,COQT,nep,Underwater mooring,87,COQUITLAM009,49.4278,-122.76525
COQUITLAM010,COQT,nep,Underwater mooring,79,COQUITLAM010,49.42865,-122.771
COQUITLAM011,COQT,nep,Underwater mooring,19,COQUITLAM011,49.3641,-122.85433
COWICHAN001,COWR,nep,Underwater mooring,0.9,COWICHAN001,48.77226,-123.68502
COWICHAN002,COWR,nep,Underwater mooring,0.9,COWICHAN002,48.77199,-123.68654
CAP_ELIZ001,CPELIZ,nep,Underwater mooring,4,CAP_ELIZ001,47.39595,-124.3339
CAP_ELIZ002,CPELIZ,nep,Underwater mooring,10,CAP_ELIZ002,47.39428,-124.34475
CAP_ELIZ003,CPELIZ,nep,Underwater mooring,14,CAP_ELIZ003,47.39313,-124.35584
CAP_ELIZ004,CPELIZ,nep,Underwater mooring,17,CAP_ELIZ004,47.3903,-124.36655
CAP_ELIZ005,CPELIZ,nep,Underwater mooring,19,CAP_ELIZ005,47.3869,-124.37678
CAP_ELIZ006,CPELIZ,nep,Underwater mooring,19,CAP_ELIZ006,47.38388,-124.38752
CAP_ELIZ007,CPELIZ,nep,Underwater mooring,19,CAP_ELIZ007,47.38176,-124.39863
CAP_ELIZ008,CPELIZ,nep,Underwater mooring,21,CAP_ELIZ008,47.37771,-124.40855
CAP_ELIZ009,CPELIZ,nep,Underwater mooring,24,CAP_ELIZ009,47.37627,-124.41971
CAP_ELIZ010,CPELIZ,nep,Underwater mooring,29,CAP_ELIZ010,47.37539,-124.43096
CAP_ELIZ011,CPELIZ,nep,Underwater mooring,32,CAP_ELIZ011,47.37405,-124.44209
CAP_ELIZ012,CPELIZ,nep,Underwater mooring,35,CAP_ELIZ012,47.37234,-124.4532
